STEP;C11;NP;OCB;OCC;OCQ;OQL;TOTAL
273;790.9190673828125;0.0;1511.8160400390625;27363.439453125;8337.572265625;22300.361328125;60304.0
274;710.3031005859375;0.0;1437.579345703125;27084.482421875;7998.06884765625;22170.80859375;59400.78125
275;725.8792724609375;0.0;1303.821533203125;27739.43359375;8497.482421875;21830.986328125;60097.09375
276;689.6499633789063;0.0;1219.3624267578125;27841.310546875;8404.9833984375;21547.212890625;59702.15234375
277;706.0067138671875;0.0;1262.1953125;28008.14453125;8161.1064453125;21178.958984375;59315.9921875
278;608.4962158203125;0.0;1417.9146728515625;27311.095703125;8643.96875;20543.658203125;58524.86328125
279;605.9586181640625;0.0;1381.8807373046875;27470.67578125;8327.0615234375;21141.654296875;58926.9375
280;624.3919677734375;0.0;1307.255126953125;27588.36328125;8318.7568359375;21792.126953125;59630.53515625
281;689.9576416015625;0.0;1215.64208984375;27743.55859375;8035.5625;22265.958984375;59950.3515625
282;659.078857421875;0.0;1306.439208984375;27655.671875;8212.4365234375;21098.767578125;58932.05078125
283;592.2028198242188;0.0;1183.0595703125;28111.48828125;8196.3251953125;21816.21484375;59899.01171875
284;648.0987548828125;0.0;1355.36767578125;28027.818359375;8056.79736328125;21677.98046875;59765.71875
285;574.0118408203125;0.0;1333.9754638671875;26910.58984375;8299.458984375;22504.35546875;59621.8515625
286;531.4315185546875;0.0;1151.9573974609375;27085.275390625;8158.89306640625;21810.0234375;58737.203125
287;579.6980590820313;0.0;1265.2587890625;27014.02734375;7588.06201171875;22500.7109375;58947.3046875
288;564.6875610351563;0.0;1081.89794921875;27136.265625;7910.36279296875;21979.310546875;58672.296875
289;688.3941650390625;0.0;1137.8568115234375;27409.619140625;7550.92822265625;21340.412109375;58126.859375
290;672.841552734375;0.0;1041.552978515625;26579.5078125;7561.33837890625;21899.810546875;57754.72265625
291;652.9602661132813;0.0;1276.8487548828125;26634.92578125;8135.2900390625;22351.349609375;59050.78515625
292;601.5831909179688;0.0;1212.0628662109375;26857.1875;7563.8603515625;22443.74609375;58677.98828125
293;603.9629516601563;0.0;1244.890869140625;26331.845703125;7774.4111328125;21535.181640625;57489.87109375
294;726.181884765625;0.0;1228.8125;26485.064453125;8155.37548828125;21450.16015625;58045.35546875
295;635.3408813476563;0.0;1226.9130859375;26840.837890625;8018.91845703125;21366.56640625;58088.1640625
296;674.3195190429688;0.0;1259.356689453125;26871.134765625;8485.248046875;20712.09375;58001.6953125
297;739.0172119140625;0.2353329360485077;1230.2530517578125;26369.517578125;8620.986328125;21178.072265625;58137.8984375
298;748.306884765625;0.0;1555.290283203125;26976.7578125;8129.166015625;21206.2109375;58615.46875
299;753.937744140625;0.0;1224.8458251953125;27108.54296875;7683.552734375;21272.78515625;58043.2734375
