STEP;C11;NP;OCB;OCC;OCE;OCN;ONC;ZOR;TOTAL
96;1155.9549560546875;0.0;1726.1044921875;14969.4794921875;2384.617919921875;4065.91455078125;23332.4296875;20383.0078125;68017.375
97;1111.867919921875;0.0;1927.52197265625;15327.2607421875;2176.11572265625;3954.678955078125;23330.876953125;20296.353515625;68124.265625
98;1195.3980712890625;0.4706658720970154;1996.8837890625;14716.67578125;2276.58251953125;4063.482177734375;22466.958984375;20756.794921875;67472.890625
99;1488.700927734375;0.9413317441940308;1911.8006591796875;14997.55859375;2463.79443359375;4288.8798828125;23177.880859375;20545.3359375;68874.546875
100;1256.50537109375;0.7059987783432007;1810.8438720703125;14903.76171875;2439.268310546875;4149.71337890625;22989.619140625;20677.3671875;68227.28125
101;1259.70654296875;0.2353329360485077;1949.046142578125;14696.9228515625;2336.7734375;4535.845703125;23750.939453125;20645.30078125;69174.40625
102;1209.07373046875;1.6473305225372314;1715.7735595703125;14171.4345703125;2491.382568359375;4000.12744140625;22904.259765625;20240.0078125;66733.2421875
103;1184.3656005859375;0.0;1681.14404296875;14770.5302734375;2290.54248046875;3928.74560546875;23943.546875;20574.220703125;68372.5859375
104;1267.412109375;0.0;1821.80517578125;15057.111328125;2232.811767578125;4210.52099609375;23517.736328125;20421.734375;68528.859375
105;1050.1923828125;0.0;1845.153564453125;15543.6103515625;2275.1005859375;3957.756103515625;24106.033203125;20492.36328125;69269.96875
106;1101.537353515625;0.0;1749.34814453125;15005.140625;2430.811279296875;4576.19287109375;23524.11328125;20583.5;68970.21875
107;1235.252685546875;0.2353329360485077;2012.6478271484375;15014.556640625;2273.638427734375;4215.74560546875;23944.765625;20394.037109375;69090.4921875
108;1348.9283447265625;0.0;1956.9468994140625;14563.59375;2468.4091796875;4182.0537109375;23914.138671875;19978.134765625;68411.6328125
109;1163.068603515625;0.9413317441940308;2003.725341796875;14486.1142578125;2402.071533203125;4134.36328125;23897.8515625;20436.9609375;68524.7265625
110;1231.259521484375;0.2353329360485077;2032.757568359375;14599.0078125;2251.194580078125;4259.25927734375;22843.08203125;19914.1328125;67130.3828125
111;1120.7452392578125;0.4706658720970154;1969.54736328125;14416.0927734375;2237.000732421875;4244.12451171875;24539.498046875;20309.486328125;68836.4609375
112;1290.3974609375;0.2353329360485077;2153.35986328125;14623.712890625;2394.543212890625;4466.3369140625;23636.755859375;19435.78515625;68000.671875
113;1237.9505615234375;0.0;1990.2874755859375;14535.78515625;2447.767822265625;4026.6884765625;23492.380859375;19619.421875;67349.84375
114;1314.2296142578125;0.0;2000.9033203125;15027.6982421875;2411.5205078125;4374.53125;24064.271484375;19689.845703125;68882.5078125
115;1229.462646484375;0.0;2205.332763671875;14866.5546875;2399.32080078125;4471.78125;24151.283203125;19326.89453125;68650.2890625
116;1057.68408203125;0.2353329360485077;1915.146240234375;14619.9228515625;2412.15087890625;4183.9072265625;24592.21484375;20042.19921875;68823.21875
117;1146.4710693359375;0.0;1932.110595703125;14619.7138671875;2336.86572265625;4438.25830078125;23980.326171875;19595.6171875;68049.078125
118;1132.6258544921875;0.0;1824.7342529296875;14424.4375;2470.12158203125;4612.66015625;24535.9765625;19840.28125;68840.53125
119;1085.2147216796875;0.0;1862.4951171875;14682.302734375;2460.178955078125;4331.87255859375;23959.71875;19946.12109375;68327.5234375
120;1163.5684814453125;0.2353329360485077;2143.899658203125;15215.9453125;2390.87451171875;4335.43115234375;24035.22265625;19996.890625;69281.953125
121;1065.020263671875;0.0;1896.560546875;14860.095703125;2424.60986328125;4214.91845703125;24065.42578125;20045.041015625;68571.2890625
122;1228.217041015625;0.0;2042.9490966796875;14994.7177734375;2357.730224609375;4673.90673828125;24860.82421875;19876.818359375;70034.828125
123;1058.1854248046875;0.0;1953.6998291015625;14512.2705078125;2186.92236328125;4206.626953125;25155.619140625;20092.396484375;69165.34375
124;1049.707275390625;0.0;1747.5625;14154.169921875;2198.1005859375;4215.451171875;23518.505859375;20177.3203125;67060.4296875
125;1207.5755615234375;0.2353329360485077;1787.0987548828125;14408.541015625;2366.91552734375;4310.1650390625;23685.1015625;20673.544921875;68438.703125
126;1202.466796875;0.0;1736.8350830078125;15061.5009765625;2389.141845703125;4333.46875;24367.576171875;19950.599609375;69041.3125
127;1186.8665771484375;0.0;1603.542724609375;14159.78125;2348.021728515625;4057.121337890625;23839.421875;19874.861328125;67069.125
128;1107.863525390625;0.0;1843.513916015625;14505.4931640625;2383.494873046875;4217.05859375;24059.40625;19691.47265625;67807.8671875
129;1059.37255859375;0.0;1768.16064453125;13465.107421875;1991.021484375;4312.10107421875;23762.005859375;19975.794921875;66333.203125
130;1032.745361328125;0.0;1861.627197265625;14331.138671875;2368.625244140625;4300.5302734375;23298.556640625;19633.25390625;66826.1640625
131;893.1607666015625;0.0;1709.5328369140625;14063.1005859375;2372.9912109375;3802.089111328125;23343.615234375;19830.95703125;66015.0703125
132;1042.7061767578125;0.0;1686.3203125;14149.994140625;2251.531005859375;4047.544189453125;23448.046875;19636.326171875;66261.8984375
133;981.4358520507813;0.0;1782.5494384765625;14466.9423828125;2220.80810546875;4152.6376953125;23337.345703125;19468.767578125;66410.1171875
134;1103.4559326171875;0.0;1790.7860107421875;14886.3505859375;2458.060302734375;3884.322998046875;24153.154296875;19552.2265625;67828.0078125
135;1076.5340576171875;0.0;2061.512451171875;15212.150390625;2420.386962890625;4327.5927734375;24867.806640625;19095.3359375;69061.203125
136;1325.32373046875;0.0;1647.7435302734375;14634.826171875;2368.108154296875;4047.919677734375;23154.005859375;19377.4765625;66555.0625
137;1117.8448486328125;0.0;1852.447021484375;15558.818359375;2414.267578125;3832.601806640625;23354.037109375;19112.560546875;67242.0859375
138;1129.8299560546875;0.0;1923.523193359375;14388.53515625;2543.735107421875;4177.72607421875;22948.96484375;19325.1328125;66437.0859375
139;1150.6722412109375;0.0;2066.228515625;14612.9931640625;2517.258056640625;4122.84814453125;23613.375;19333.966796875;67416.8984375
140;1306.3734130859375;0.0;1947.098388671875;15396.1826171875;2521.26416015625;4150.9609375;24742.1953125;19384.71875;69448.4921875
141;1025.3577880859375;0.0;1763.951904296875;14635.80078125;2351.6640625;4031.62255859375;24402.056640625;19208.34375;67418.421875
142;1142.558349609375;0.0;1749.22021484375;15036.18359375;2380.63525390625;4007.423095703125;23921.93359375;19369.95703125;67607.515625
143;1088.605712890625;0.0;1873.810791015625;15082.513671875;2518.242919921875;3985.891845703125;23946.8828125;19590.5703125;68086.1328125
144;1185.5545654296875;0.0;1780.3917236328125;14883.2509765625;2299.7490234375;4171.765625;24143.478515625;19286.42578125;67750.296875
145;1128.490234375;0.0;1965.7681884765625;15133.896484375;2625.697265625;4406.0927734375;24248.7578125;18965.421875;68473.53125
146;1073.7529296875;0.0;1730.648681640625;15377.6845703125;2586.711181640625;4064.13134765625;24402.451171875;18978.4140625;68213.53125
147;1122.4267578125;2.823995351791382;1946.7774658203125;15301.779296875;2591.656005859375;4286.3818359375;24146.099609375;18935.76171875;68333.296875
148;1081.8297119140625;0.0;2074.139404296875;15032.6650390625;2601.46337890625;4229.634765625;24086.5234375;19000.533203125;68106.4140625
149;1242.7159423828125;0.2353329360485077;2029.59326171875;15131.400390625;2537.754638671875;4160.21630859375;23551.1796875;18804.041015625;67456.6015625
