STEP;C11;NP;OCB;OCC;OCN;OCW;ONC;WYC;TOTAL
158;2550.326904296875;0.0;3173.653564453125;11862.650390625;2717.365234375;3420.324951171875;18808.482421875;28753.2265625;71285.5859375
159;2361.24853515625;0.0;3460.462158203125;11081.3037109375;2851.428466796875;2972.205322265625;18133.28125;28655.703125;69515.1328125
160;2376.875;1.1766645908355713;3212.28515625;11655.3642578125;2582.93994140625;3011.550048828125;18296.470703125;29035.8203125;70172.03125
161;2311.961181640625;0.0;3075.76025390625;11165.8583984375;2541.747314453125;2992.7548828125;18568.078125;29108.951171875;69764.765625
162;2330.146484375;0.0;3153.25048828125;11352.7705078125;2577.105224609375;3129.983154296875;18151.52734375;29223.28125;69917.59375
163;2619.82373046875;0.2353329360485077;3180.592529296875;11326.3271484375;2478.267578125;3310.1796875;17241.814453125;29447.966796875;69604.7265625
164;2185.60205078125;0.0;3242.621337890625;11068.0361328125;2639.134033203125;3124.18310546875;18604.720703125;29552.392578125;70416.3828125
165;2050.18994140625;0.0;2912.091796875;11156.2646484375;2742.365234375;3305.783203125;18048.01171875;29135.951171875;69350.1484375
166;2418.911865234375;0.7059987783432007;3140.307373046875;10973.2578125;2749.276611328125;3121.6552734375;18328.359375;29419.12890625;70151.2109375
167;2084.09521484375;0.0;3067.0;10937.5380859375;2624.607421875;3283.994873046875;17882.626953125;29651.546875;69530.75
168;2428.326171875;0.0;3230.732177734375;11585.5810546875;2627.849365234375;3080.0751953125;17566.546875;28853.458984375;69372.109375
169;2343.187255859375;0.0;3334.34375;11533.9228515625;2682.284912109375;3116.12890625;17528.896484375;28682.017578125;69220.5703125
170;2326.781005859375;0.0;3321.013671875;11197.7626953125;2582.83056640625;3233.43359375;17431.548828125;28998.138671875;69091.0078125
171;2489.821044921875;0.0;2966.1005859375;11810.8505859375;2526.5830078125;3301.3232421875;17332.58984375;28682.033203125;69108.7734375
172;2357.21240234375;0.0;2895.88671875;11188.7353515625;2868.315673828125;3129.388671875;17280.41796875;28603.828125;68323.4453125
173;2577.496826171875;0.0;3315.1533203125;11477.2939453125;2511.429931640625;3242.90966796875;17886.455078125;28212.26953125;69222.4921875
174;2312.3349609375;0.4706658720970154;3091.63818359375;11528.830078125;2687.135009765625;3034.14404296875;17856.728515625;28788.09765625;69298.796875
175;2426.397705078125;0.0;3309.1044921875;11244.8388671875;2693.93408203125;3255.9423828125;17804.630859375;28498.078125;69232.5390625
176;1964.451416015625;0.0;3358.040283203125;11179.1181640625;2682.95556640625;3135.98828125;16922.451171875;28621.919921875;67864.4921875
177;2046.8359375;0.0;3188.345947265625;11371.3916015625;2557.224365234375;3301.215576171875;17060.322265625;28688.576171875;68213.5
178;2225.19921875;0.0;3062.65576171875;11165.484375;2582.421142578125;3198.312255859375;17376.833984375;28484.939453125;68095.3671875
179;2284.82080078125;0.0;3009.534912109375;11208.033203125;2475.91650390625;3361.8681640625;17548.033203125;28831.0;68718.671875
180;2223.89404296875;0.0;3130.760009765625;11252.3623046875;2380.12451171875;3191.75390625;17750.708984375;28339.095703125;68268.0859375
181;2317.6376953125;0.0;3384.8515625;11207.6337890625;2431.048583984375;3097.26953125;18400.419921875;28184.072265625;69022.4375
182;2338.715087890625;0.0;3169.38525390625;11619.42578125;2622.092041015625;3220.371826171875;17460.884765625;28290.818359375;68721.28125
183;2147.675048828125;0.0;3313.052734375;11403.9716796875;2682.736572265625;3136.36767578125;17655.212890625;28131.248046875;68469.875
184;2208.410400390625;0.0;3356.06689453125;11128.876953125;2587.259033203125;3084.936279296875;17478.1953125;27902.64453125;67745.9453125
185;2434.226806640625;0.2353329360485077;3330.377197265625;11630.7197265625;2589.412109375;3042.918212890625;18105.546875;27852.712890625;68985.796875
186;2590.8837890625;0.0;3252.560791015625;11305.2978515625;2710.7822265625;3229.860107421875;17865.388671875;28193.21875;69147.265625
187;2505.791259765625;0.0;3388.25244140625;11038.162109375;2673.025146484375;3199.677490234375;18743.8125;28511.908203125;70060.1484375
188;2570.288330078125;0.0;3203.5166015625;11611.1953125;2639.655029296875;3187.632568359375;17932.94921875;28346.216796875;69490.953125
189;2548.646728515625;0.0;3141.90234375;11304.998046875;2711.77294921875;3152.311279296875;18270.314453125;28483.42578125;69612.765625
190;2617.640380859375;0.0;2941.217529296875;11580.076171875;2537.44189453125;3258.607177734375;18543.755859375;28588.9609375;70067.4375
191;2682.460693359375;0.0;3117.409423828125;11605.1982421875;2897.000244140625;2890.603759765625;18686.91796875;29038.09765625;70917.4453125
192;2719.188720703125;0.0;3298.6748046875;11660.26953125;2841.657470703125;3046.95556640625;18978.37109375;28878.638671875;71423.578125
193;2711.938232421875;0.0;3186.527587890625;11972.5546875;2597.9658203125;2865.32080078125;18846.154296875;28653.048828125;70833.140625
194;2370.56591796875;0.0;3270.5751953125;11239.685546875;2693.185791015625;3015.221435546875;18687.22265625;29011.677734375;70287.8203125
195;2775.2568359375;0.0;3326.684814453125;11531.2998046875;2717.57421875;2896.177001953125;18620.765625;29177.572265625;71045.046875
196;2546.745849609375;0.0;3102.029052734375;11426.802734375;2883.372314453125;2890.11474609375;18077.005859375;28884.482421875;69810.3203125
197;2839.707763671875;0.0;3165.051025390625;11468.26171875;2693.45068359375;3172.245849609375;18189.76953125;29290.54296875;70818.6875
198;2658.00927734375;0.0;3134.539306640625;11588.1171875;3010.5771484375;2949.4443359375;18851.4296875;29050.16796875;71241.9375
199;2650.03515625;0.0;3162.133544921875;11819.9580078125;3001.271484375;2737.17431640625;18545.24609375;28922.333984375;70837.8203125
